user_id,joke_id,rating
3220,7,-7.64
3250,7,0.0
3253,7,-3.72
3254,7,-7.99
3260,7,0.0
3275,7,-7.11
3294,7,0.0
3295,7,-10.0
3340,7,-9.9
3374,7,-9.47
3383,7,-9.13
3419,7,0.0
3438,7,-4.91
3455,7,0.0
3492,7,-2.13
3499,7,0.56
3501,7,0.0
3572,7,5.37
3593,7,-5.08
3612,7,-9.59
3688,7,0.0
3764,7,10.0
3791,7,2.3
3841,7,0.0
3878,7,0.0
3906,7,2.72
3952,7,0.0
3960,7,0.0
4141,7,-6.46
4198,7,-9.57
4226,7,6.63
4346,7,-7.24
4393,7,-6.26
4452,7,-10.0
4464,7,-10.0
4476,7,0.41
4477,7,9.35
4545,7,-6.91
4550,7,-9.72
4621,7,-10.0
4687,7,-2.52
4710,7,-6.38
4853,7,0.0
4897,7,-1.5
4944,7,0.0
4975,7,1.71
5023,7,0.0
5037,7,0.0
5041,7,2.72
5043,7,0.0
5062,7,-9.13
5067,7,0.0
5118,7,-4.88
5339,7,-10.0
5360,7,10.0
5378,7,1.67
5384,7,8.17
5392,7,-5.16
5394,7,-10.0
5398,7,6.19
5409,7,-10.0
5472,7,-4.15
5551,7,8.67
5568,7,-2.91
5570,7,-4.07
5617,7,-10.0
5630,7,0.0
5670,7,-4.24
5692,7,0.15
5699,7,0.0
5707,7,-6.85
5742,7,5.07
5858,7,0.0
5906,7,-9.67
5918,7,0.0
5976,7,6.39
5981,7,-10.0
5993,7,-5.16
6112,7,-2.52
6128,7,-10.0
6143,7,0.0
6153,7,0.0
6165,7,-9.3
6178,7,0.53
6196,7,0.0
6221,7,0.0
6347,7,6.29
6384,7,0.0
6403,7,0.0
6508,7,-9.51
6513,7,-9.59
6643,7,-9.31
6645,7,-10.0
6683,7,0.0
6690,7,-9.61
6693,7,-10.0
6701,7,-9.71
6721,7,0.0
6824,7,-10.0
6842,7,-5.49
6874,7,-10.0
6920,7,-4.45
6978,7,-3.58
6983,7,7.76
6994,7,-10.0
7168,7,4.72
7185,7,-9.43
7220,7,-9.63
7257,7,-10.0
7268,7,10.0
7326,7,1.95
7329,7,-10.0
7359,7,3.33
7405,7,-4.07
7466,7,-8.56
7533,7,-10.0
7616,7,10.0
7621,7,-10.0
7633,7,10.0
7686,7,-8.39
7690,7,-2.24
6,8,7.54
44,8,3.62
53,8,-6.79
64,8,-6.59
65,8,0.35
68,8,-6.44
110,8,4.86
125,8,7.34
154,8,0.0
160,8,-10.0
162,8,-10.0
166,8,0.0
193,8,0.0
201,8,-9.01
207,8,0.0
216,8,-8.98
224,8,-10.0
247,8,7.4
259,8,-5.67
267,8,2.76
270,8,-4.23
284,8,0.77
299,8,0.0
308,8,4.8
324,8,2.4
406,8,-7.48
445,8,-4.23
462,8,0.0
489,8,0.0
507,8,2.55
510,8,4.28
511,8,7.64
515,8,-5.12
529,8,2.64
575,8,-4.47
588,8,-3.49
632,8,4.47
645,8,1.3
647,8,-5.04
650,8,6.71
654,8,-5.57
664,8,-2.76
667,8,0.77
671,8,0.65
674,8,-5.53
678,8,9.15
688,8,-10.0
699,8,9.19
719,8,-2.97
736,8,-9.31
742,8,-5.37
759,8,0.0
763,8,1.67
765,8,4.35
769,8,-4.72
789,8,-4.94
798,8,0.0
802,8,-9.72
809,8,0.0
811,8,-2.97
813,8,0.0
821,8,-8.66
828,8,2.93
831,8,1.77
833,8,0.95
838,8,-5.43
865,8,5.98
867,8,-4.67
877,8,-10.0
887,8,-9.39
890,8,-4.72
899,8,0.0
900,8,4.88
901,8,0.0
941,8,-10.0
964,8,-2.11
996,8,0.0
1011,8,8.74
1022,8,-9.51
1038,8,-5.24
1046,8,-7.76
1054,8,-9.8
1062,8,-6.54
1082,8,-10.0
1092,8,1.67
1095,8,0.0
1097,8,-9.13
1098,8,-10.0
1117,8,-7.97
1131,8,-10.0
1133,8,-5.93
1137,8,2.52
1149,8,0.0
1154,8,0.0
1155,8,-9.23
1162,8,2.14
1169,8,2.2
1222,8,0.0
1223,8,3.05
1225,8,-2.72
1233,8,7.09
1239,8,-5.4
1258,8,-3.13
1270,8,5.85
1271,8,-3.29
1275,8,5.49
1284,8,-6.06
1297,8,-6.59
1299,8,0.0
1311,8,0.0
1336,8,0.0
1344,8,3.25
1353,8,1.02
1364,8,0.0
1365,8,9.84
1366,8,-7.52
1368,8,1.61
1372,8,4.82
1376,8,-10.0
1379,8,-6.14
1380,8,-9.43
1386,8,-4.8
1391,8,0.0
1409,8,-6.28
1424,8,4.68
1434,8,-6.22
1446,8,0.0
1456,8,-4.01
1459,8,1.18
1462,8,-10.0
1472,8,-10.0
1476,8,-7.56
1478,8,-5.24
1489,8,-8.64
1523,8,0.0
1527,8,0.0
1540,8,3.54
1551,8,0.73
1565,8,-2.28
1579,8,0.35
1637,8,6.24
1647,8,-4.13
1680,8,-7.87
1685,8,7.89
1690,8,-9.65
1695,8,2.07
1696,8,-9.51
1703,8,-10.0
1706,8,-5.28
1721,8,-3.97
1723,8,-1.34
1728,8,-5.39
1742,8,2.66
1759,8,0.0
1762,8,-8.44
1790,8,-8.68
1811,8,-7.85
1820,8,-10.0
1828,8,2.72
1863,8,-9.27
1880,8,-7.6
1898,8,0.0
1900,8,6.59
1965,8,2.44
2011,8,2.07
2026,8,0.0
2078,8,4.39
2085,8,1.91
2114,8,-7.87
2123,8,-3.07
2178,8,-5.28
2182,8,3.98
2225,8,5.05
2228,8,5.91
2248,8,3.48
2264,8,-7.87
2294,8,0.0
2317,8,0.0
2320,8,-10.0
2331,8,-8.05
2357,8,-6.83
2361,8,10.0
2373,8,0.0
2375,8,1.87
2392,8,5.6
2399,8,1.89
2403,8,0.0
2404,8,-9.74
2427,8,5.55
2441,8,-6.61
2452,8,1.63
2489,8,-6.99
2517,8,0.0
2519,8,0.0
2529,8,2.36
2533,8,2.25
2534,8,-10.0
2535,8,10.0
2537,8,0.0
2541,8,-10.0
2542,8,10.0
2544,8,0.0
2586,8,9.23
2594,8,10.0
2623,8,0.0
2627,8,4.53
2634,8,0.0
2636,8,-2.48
2638,8,3.46
2663,8,0.0
2683,8,-10.0
2725,8,0.0
2779,8,3.09
2786,8,-2.54
2787,8,-6.59
2804,8,0.0
2821,8,2.57
2854,8,-4.27
2861,8,0.0
2886,8,1.95
2923,8,0.0
2933,8,-5.67
2934,8,1.3
2949,8,-9.08
2958,8,2.24
2962,8,10.0
2984,8,0.0
3037,8,0.0
3047,8,2.05
3049,8,0.0
3067,8,4.23
3072,8,-3.33
3084,8,8.46
3120,8,-8.78
3124,8,4.39
3131,8,-10.0
3155,8,-2.02
3158,8,0.0
3220,8,-6.3
3230,8,-6.59
3235,8,0.0
3250,8,0.0
3253,8,-2.01
3254,8,-1.69
3260,8,2.52
3268,8,-4.96
3272,8,-4.45
3277,8,4.43
3295,8,4.41
3304,8,-4.55
3333,8,7.86
3340,8,-9.13
3374,8,3.86
3381,8,-1.87
3383,8,-9.19
3399,8,-7.02
3402,8,-10.0
3430,8,-5.04
3438,8,-1.42
3455,8,0.0
3463,8,-9.74
3492,8,2.98
3512,8,4.23
3514,8,-9.31
3519,8,-0.26
3520,8,-0.62
3521,8,-9.72
3561,8,0.0
3572,8,0.0
3593,8,2.68
3607,8,1.1
3608,8,2.7
3612,8,-9.47
3636,8,6.18
3688,8,0.0
3705,8,10.0
3732,8,0.0
3754,8,0.0
3756,8,3.95
3760,8,5.49
3764,8,0.0
3787,8,8.66
3791,8,-3.39
3801,8,1.75
3817,8,-10.0
3829,8,6.81
3841,8,5.66
3870,8,7.93
3877,8,1.65
3878,8,0.0
3906,8,-3.41
3928,8,10.0
3930,8,-9.02
3952,8,-4.39
3956,8,-3.13
3965,8,-2.2
4086,8,0.0
4104,8,9.77
4127,8,-8.46
4141,8,-9.63
4145,8,-3.17
4184,8,0.0
4198,8,5.35
4307,8,7.36
4323,8,1.79
4327,8,0.0
4346,8,-4.11
4362,8,-6.02
4363,8,-10.0
4365,8,5.74
4386,8,2.6
4390,8,-9.31
4393,8,-6.99
4394,8,0.47
4423,8,0.0
4437,8,-5.73
4452,8,-10.0
4464,8,0.98
4476,8,0.85
4477,8,-9.72
4486,8,4.29
4488,8,2.68
4534,8,10.0
4545,8,-3.82
4550,8,-10.0
4572,8,0.0
4578,8,3.94
4600,8,-10.0
4604,8,4.07
4621,8,1.38
4633,8,9.84
4647,8,5.53
4657,8,-2.8
4672,8,-6.77
4687,8,-1.75
4697,8,2.52
4702,8,-5.89
4706,8,0.59
4730,8,-6.54
4756,8,0.0
4794,8,0.65
4831,8,-4.8
4864,8,-6.58
4884,8,1.18
4897,8,5.77
4921,8,-7.28
4931,8,-6.99
4975,8,-3.29
5012,8,-10.0
5037,8,-10.0
5041,8,2.52
5043,8,0.0
5045,8,2.46
5062,8,-9.97
5070,8,6.1
5115,8,-10.0
5181,8,0.0
5193,8,0.0
5203,8,6.85
5217,8,-6.54
5224,8,1.49
5299,8,-1.97
5339,8,2.49
5343,8,0.0
5360,8,-10.0
5363,8,5.89
5378,8,-7.01
5379,8,0.0
5384,8,0.0
5394,8,-4.39
5398,8,-5.98
5409,8,-10.0
5425,8,-5.69
5442,8,-10.0
5453,8,0.0
5466,8,0.0
5472,8,-2.7
5487,8,3.78
5551,8,-10.0
5556,8,-6.91
5568,8,-2.65
5570,8,-9.02
5617,8,-10.0
5621,8,-2.44
5641,8,0.46
5670,8,-3.16
5699,8,-10.0
5707,8,-9.12
5710,8,10.0
5714,8,-10.0
5728,8,-9.88
5742,8,-4.52
5795,8,-7.56
5858,8,0.0
5873,8,0.0
5906,8,-9.67
5940,8,-5.43
5976,8,2.57
5993,8,-5.1
6004,8,4.56
6111,8,-8.17
6112,8,-2.48
6118,8,-5.37
6121,8,0.0
6128,8,0.0
6134,8,-9.61
6143,8,0.0
6153,8,0.0
6165,8,-9.36
6196,8,0.0
6219,8,1.34
6221,8,0.0
6269,8,-9.02
6283,8,1.51
6291,8,0.0
6317,8,6.85
6326,8,-9.19
6335,8,-4.02
6376,8,-10.0
6384,8,-2.48
6431,8,10.0
6463,8,-6.42
6479,8,-3.09
6508,8,0.0
6513,8,-7.52
6524,8,-1.59
6566,8,-5.85
6567,8,4.19
6590,8,6.15
6596,8,-3.37
6615,8,2.56
6643,8,-9.96
6645,8,-0.5
6664,8,-8.14
6683,8,-10.0
6690,8,0.0
6693,8,-10.0
6701,8,-7.86
6717,8,2.21
6750,8,-9.07
6753,8,0.0
6824,8,0.0
6842,8,9.47
6847,8,0.51
6850,8,4.96
6874,8,10.0
6896,8,3.32
6920,8,-7.52
6959,8,2.97
6967,8,-7.09
6978,8,2.64
6983,8,-3.05
6994,8,-10.0
7008,8,0.0
7013,8,-5.54
7077,8,0.0
7095,8,-10.0
7108,8,3.22
7156,8,-7.6
7162,8,-7.02
7168,8,-3.78
7185,8,-1.99
7214,8,2.44
7215,8,6.2
7220,8,-3.51
7236,8,1.3
7257,8,-3.74
7268,8,10.0
7317,8,-6.41
7326,8,-9.4
7329,8,-10.0
7380,8,4.08
7405,8,-0.24
7466,8,0.0
7478,8,3.06
7496,8,-5.69
7517,8,-10.0
7533,8,0.73
7616,8,10.0
7621,8,-10.0
7633,8,-10.0
7657,8,5.19
7686,8,3.64
7690,8,-4.59
6,13,-9.65
39,13,-5.77
53,13,-9.6
64,13,-4.96
68,13,-8.39
92,13,8.88
110,13,-3.35
125,13,-4.45
154,13,-2.94
160,13,-7.45
162,13,10.0
166,13,-8.89
193,13,-10.0
201,13,4.47
207,13,-5.85
209,13,2.85
212,13,-6.79
216,13,4.59
224,13,-10.0
259,13,-10.0
267,13,-6.34
270,13,1.71
284,13,-2.36
299,13,0.0
308,13,-2.85
339,13,3.17
344,13,-3.5
398,13,10.0
406,13,-8.01
445,13,-4.43
462,13,0.0
489,13,-0.98
506,13,0.0
507,13,-6.24
510,13,0.0
515,13,-6.02
576,13,-3.25
632,13,1.18
645,13,-6.14
647,13,5.53
654,13,-7.24
667,13,1.83
671,13,1.18
674,13,-1.46
678,13,7.89
688,13,-9.88
699,13,9.11
719,13,0.0
736,13,-8.54
742,13,-9.76
763,13,-0.89
765,13,-10.0
770,13,-10.0
789,13,-5.04
791,13,5.22
798,13,-9.8
802,13,-7.2
811,13,-1.91
821,13,-3.82
833,13,-1.17
835,13,-9.78
838,13,-6.74
861,13,2.09
865,13,-1.02
877,13,-10.0
887,13,-9.72
890,13,-3.59
901,13,0.0
941,13,-5.77
1011,13,-8.54
1022,13,0.0
1046,13,-10.0
1054,13,-10.0
1057,13,6.54
1062,13,-7.15
1082,13,9.39
1097,13,-4.64
1098,13,-10.0
1131,13,-10.0
1133,13,2.36
1149,13,0.77
1154,13,2.15
1155,13,-8.33
1162,13,-5.25
1176,13,4.66
1222,13,0.0
1223,13,2.56
1225,13,4.55
1233,13,1.89
1239,13,-6.53
1258,13,-4.31
1270,13,1.59
1275,13,-5.0
1284,13,-7.32
1297,13,-7.68
1311,13,-6.87
1316,13,0.0
1344,13,2.36
1364,13,6.4
1365,13,-9.39
1366,13,-10.0
1368,13,-9.44
1373,13,-1.42
1376,13,-10.0
1379,13,-4.67
1380,13,-7.93
1386,13,-3.74
1391,13,0.0
1409,13,-6.57
1417,13,-10.0
1424,13,-8.94
1434,13,-10.0
1444,13,0.49
1446,13,-3.05
1456,13,-4.72
1459,13,-4.07
1462,13,1.91
1472,13,-6.08
1476,13,0.61
1478,13,-6.91
1486,13,-1.38
1489,13,-4.76
1527,13,0.0
1540,13,-2.76
1680,13,-10.0
1685,13,6.71
1690,13,-9.61
1694,13,-7.7
1695,13,-9.67
1696,13,-9.43
1703,13,-10.0
1706,13,-9.76
1721,13,-2.08
1728,13,9.65
1742,13,9.89
1759,13,-7.63
1790,13,-10.0
1811,13,-8.86
1820,13,-10.0
1828,13,0.0
1830,13,-4.65
1863,13,2.17
1876,13,-8.19
1880,13,8.66
1903,13,0.0
1904,13,0.0
1998,13,0.0
2016,13,9.72
2078,13,-10.0
2085,13,-10.0
2114,13,0.0
2178,13,0.0
2182,13,-7.33
2213,13,-6.75
2225,13,0.0
2228,13,4.04
2248,13,4.49
2250,13,4.07
2317,13,-3.98
2320,13,0.89
2331,13,-6.22
2373,13,-3.82
2375,13,-2.32
2399,13,-7.78
2404,13,-2.99
2427,13,0.63
2441,13,-6.81
2452,13,5.16
2489,13,5.0
2513,13,-6.34
2517,13,-5.2
2519,13,-5.37
2529,13,-4.47
2533,13,7.27
2534,13,10.0
2535,13,10.0
2537,13,0.0
2541,13,-10.0
2542,13,0.0
2586,13,5.14
2627,13,2.66
2634,13,0.0
2636,13,-1.99
2638,13,-10.0
2683,13,-9.47
2700,13,-8.86
2779,13,-5.98
2787,13,0.49
2821,13,-7.92
2850,13,-10.0
2854,13,0.0
2861,13,0.0
2923,13,0.0
2927,13,0.0
2928,13,0.0
2933,13,5.67
2934,13,-10.0
2949,13,-6.52
2961,13,-3.73
2983,13,0.0
2984,13,0.0
3001,13,-8.41
3024,13,-4.47
3027,13,0.0
3037,13,0.0
3067,13,-10.0
3080,13,7.24
3088,13,3.65
3120,13,0.0
3124,13,-4.27
3131,13,-10.0
3220,13,-8.41
3250,13,-10.0
3253,13,-1.12
3254,13,-2.74
3260,13,0.0
3272,13,-3.48
3295,13,5.59
3333,13,0.0
3335,13,-1.95
3336,13,0.0
3340,13,-4.09
3347,13,0.0
3374,13,-9.8
3381,13,-7.56
3383,13,-9.27
3399,13,-5.59
3406,13,2.15
3438,13,2.32
3452,13,-7.56
3463,13,4.78
3514,13,0.0
3520,13,-1.63
3521,13,-9.19
3561,13,0.0
3572,13,2.85
3593,13,-0.73
3608,13,2.38
3612,13,-8.46
3688,13,0.0
3705,13,2.54
3756,13,-8.99
3764,13,-5.63
3787,13,7.2
3791,13,-3.48
3817,13,-10.0
3841,13,0.0
3906,13,-5.0
3928,13,10.0
3937,13,0.0
3952,13,-4.39
3956,13,-3.9
3965,13,1.06
4104,13,-3.56
4127,13,-6.75
4141,13,0.41
4170,13,-10.0
4198,13,-4.86
4226,13,-6.42
4273,13,-7.05
4289,13,-1.9
4291,13,-9.72
4323,13,0.41
4327,13,-9.98
4346,13,-5.89
4362,13,-6.63
4373,13,4.93
4386,13,-9.67
4390,13,-5.85
4393,13,-8.98
4394,13,-4.17
4423,13,0.0
4437,13,-5.69
4452,13,0.0
4464,13,-1.34
4476,13,2.15
4477,13,-6.59
4486,13,0.0
4533,13,1.02
4534,13,0.0
4545,13,-2.87
4550,13,-10.0
4564,13,-9.37
4572,13,-6.46
4578,13,-10.0
4593,13,0.0
4600,13,6.34
4621,13,-7.28
4626,13,6.83
4633,13,-7.89
4647,13,-4.15
4657,13,-3.09
4662,13,0.0
4672,13,-5.59
4697,13,-6.95
4706,13,-6.28
4712,13,-3.21
4730,13,-20.0
4755,13,0.0
4794,13,-9.55
4840,13,-9.67
4864,13,-10.0
4884,13,-4.43
4897,13,0.0
4921,13,-3.37
4931,13,-4.67
4967,13,0.0
4975,13,0.0
5012,13,-6.14
5024,13,0.0
5037,13,-9.67
5041,13,-3.74
5043,13,0.0
5045,13,7.83
5062,13,-9.66
5070,13,-3.74
5102,13,-4.24
5115,13,-10.0
5181,13,0.0
5224,13,0.0
5245,13,0.0
5299,13,-10.0
5308,13,-7.31
5336,13,0.0
5339,13,-10.0
5343,13,0.0
5347,13,-4.27
5356,13,0.0
5360,13,-10.0
5363,13,0.0
5378,13,3.66
5379,13,-10.0
5384,13,0.0
5386,13,9.72
5394,13,-6.52
5398,13,0.0
5409,13,-10.0
5425,13,5.81
5442,13,-10.0
5466,13,-3.71
5472,13,-6.7
5487,13,-3.37
5551,13,-9.1
5556,13,6.5
5568,13,-9.64
5570,13,-8.5
5614,13,0.0
5617,13,-10.0
5621,13,1.46
5630,13,6.06
5635,13,-10.0
5670,13,-4.27
5699,13,3.11
5707,13,-9.96
5714,13,-10.0
5728,13,-10.0
5742,13,-4.88
5743,13,6.5
5795,13,0.0
5865,13,-2.36
5906,13,-9.15
5940,13,2.38
5956,13,0.0
5976,13,10.0
5993,13,-5.75
6084,13,2.44
6111,13,-7.6
6112,13,-9.43
6118,13,0.0
6121,13,-9.21
6125,13,-9.05
6128,13,0.0
6134,13,-9.72
6153,13,0.0
6165,13,-9.57
6178,13,4.43
6196,13,3.33
6221,13,0.0
6230,13,-3.66
6269,13,-8.74
6291,13,-0.08
6326,13,-5.2
6376,13,-10.0
6384,13,-5.34
6406,13,0.0
6431,13,10.0
6433,13,-9.76
6463,13,4.11
6465,13,0.0
6508,13,0.0
6513,13,-9.76
6524,13,-3.66
6566,13,0.0
6590,13,3.25
6612,13,-9.59
6643,13,-10.0
6645,13,4.37
6664,13,-7.33
6683,13,-4.72
6690,13,0.0
6693,13,0.0
6701,13,-4.22
6717,13,-10.0
6750,13,-10.0
6753,13,0.0
6824,13,-9.43
6842,13,-9.05
6847,13,1.69
6850,13,6.99
6874,13,-10.0
6896,13,3.73
6920,13,-6.67
6959,13,2.32
6967,13,-8.09
6978,13,-2.36
6994,13,-10.0
7052,13,0.0
7077,13,10.0
7095,13,3.19
7108,13,-7.03
7118,13,0.0
7156,13,-6.99
7162,13,-10.0
7168,13,-3.98
7185,13,-2.56
7214,13,6.79
7215,13,-4.24
7220,13,-6.8
7229,13,-4.86
7236,13,-3.87
7257,13,-2.28
7268,13,-10.0
7317,13,0.0
7326,13,-8.16
7329,13,10.0
7424,13,-9.61
7466,13,-7.93
7495,13,-2.64
7496,13,-3.25
7517,13,-10.0
7533,13,0.0
7566,13,-10.0
7567,13,-10.0
7621,13,0.05
7633,13,10.0
7652,13,0.0
7657,13,-7.45
7686,13,-6.48
7690,13,-4.51
6,15,-7.26
7,15,1.71
46,15,5.75
110,15,4.21
125,15,-5.91
160,15,3.69
162,15,-10.0
193,15,1.28
201,15,-8.65
216,15,-10.0
224,15,-10.0
225,15,8.29
259,15,-4.26
284,15,-3.05
299,15,0.0
308,15,-2.89
342,15,0.0
406,15,-9.19
445,15,-6.3
489,15,-0.73
506,15,10.0
510,15,-5.44
511,15,0.0
554,15,0.77
576,15,7.24
609,15,-2.03
645,15,0.0
664,15,-2.8
674,15,1.95
678,15,4.47
688,15,-10.0
699,15,-2.48
719,15,-9.02
765,15,-9.96
789,15,-4.26
798,15,-4.88
802,15,-9.67
808,15,-5.08
811,15,-3.86
812,15,5.66
815,15,-3.41
821,15,0.0
832,15,0.0
838,15,-7.33
865,15,0.0
877,15,-10.0
890,15,-7.21
901,15,0.0
941,15,-4.55
1022,15,-9.27
1038,15,0.0
1046,15,-6.18
1062,15,-9.11
1080,15,-10.0
1082,15,-10.0
1095,15,5.1
1097,15,0.0
1098,15,-10.0
1149,15,-1.26
1154,15,0.0
1223,15,-4.02
1225,15,-2.68
1233,15,-5.75
1239,15,-9.63
1258,15,-6.1
1284,15,-5.37
1297,15,-9.27
1311,15,-9.11
1321,15,-3.74
1336,15,0.0
1344,15,-6.46
1364,15,-3.48
1365,15,-10.0
1366,15,0.0
1368,15,-9.28
1376,15,0.0
1379,15,-7.89
1380,15,-9.59
1386,15,-5.0
1409,15,-9.33
1417,15,-10.0
1424,15,-9.83
1434,15,-10.0
1439,15,-7.8
1446,15,0.0
1454,15,0.0
1456,15,-8.23
1462,15,0.0
1472,15,-5.43
1476,15,-8.74
1478,15,-9.59
1489,15,-8.96
1527,15,-7.66
1540,15,-3.74
1645,15,-4.63
1694,15,-6.36
1696,15,-9.51
1703,15,0.0
1706,15,3.13
1721,15,-2.54
1742,15,3.56
1743,15,-10.0
1759,15,-7.39
1772,15,0.0
1790,15,9.45
1820,15,5.57
1828,15,1.18
1840,15,-10.0
1844,15,0.0
1863,15,-9.01
1880,15,2.48
1907,15,-7.44
2078,15,-5.12
2085,15,3.05
2114,15,-8.31
2178,15,0.0
2182,15,-5.73
2225,15,-6.33
2250,15,0.98
2317,15,-10.0
2320,15,3.7
2331,15,-5.81
2357,15,0.0
2361,15,0.0
2362,15,0.0
2373,15,-7.97
2375,15,-5.28
2399,15,0.0
2427,15,2.3
2441,15,-6.32
2452,15,0.0
2517,15,0.0
2533,15,-5.41
2534,15,-10.0
2535,15,10.0
2537,15,0.0
2541,15,-10.0
2568,15,-0.53
2586,15,-10.0
2594,15,10.0
2627,15,7.99
2628,15,-2.54
2638,15,6.5
2683,15,-5.45
2787,15,4.84
2854,15,-3.62
2898,15,4.84
2923,15,-9.43
2933,15,6.88
2934,15,3.82
2949,15,-6.52
2977,15,0.0
2983,15,0.0
2984,15,0.0
3037,15,-5.89
3067,15,-9.59
3071,15,10.0
3084,15,6.1
3124,15,-10.0
3131,15,-10.0
3176,15,-7.93
3220,15,-7.52
3250,15,0.0
3253,15,-1.2
3254,15,-1.97
3260,15,0.0
3272,15,0.0
3295,15,0.0
3321,15,2.07
3333,15,0.0
3340,15,-2.26
3374,15,2.6
3380,15,-1.4
3381,15,-1.3
3383,15,-8.74
3406,15,0.0
3438,15,2.16
3501,15,0.0
3521,15,-9.51
3561,15,0.0
3593,15,0.2
3608,15,3.8
3612,15,-8.21
3636,15,3.86
3705,15,-9.65
3753,15,-3.71
3787,15,8.82
3791,15,2.3
3841,15,0.0
3906,15,-0.93
3928,15,10.0
3952,15,0.0
3965,15,0.69
4019,15,-0.44
4058,15,0.0
4104,15,-9.59
4141,15,-9.15
4198,15,3.84
4254,15,0.0
4273,15,8.8
4323,15,1.02
4346,15,-5.98
4362,15,-3.9
4373,15,0.0
4386,15,-6.83
4393,15,-7.32
4425,15,0.0
4437,15,-6.02
4452,15,-4.29
4476,15,1.22
4477,15,-9.55
4485,15,4.35
4486,15,0.0
4533,15,-2.24
4534,15,-10.0
4545,15,-8.81
4550,15,-10.0
4572,15,-4.43
4578,15,-10.0
4593,15,0.0
4621,15,-0.12
4636,15,0.0
4672,15,-5.4
4687,15,-2.2
4697,15,2.56
4702,15,-3.77
4853,15,0.0
4858,15,-1.5
4897,15,-8.13
4921,15,-9.23
4931,15,-9.47
4965,15,0.0
4975,15,0.0
5037,15,-10.0
5041,15,-3.09
5043,15,2.32
5045,15,-6.97
5062,15,-9.74
5070,15,1.2
5102,15,-4.36
5181,15,0.0
5224,15,-3.76
5274,15,-5.49
5336,15,0.0
5360,15,-10.0
5384,15,2.81
5394,15,-10.0
5398,15,-1.59
5409,15,-10.0
5442,15,-10.0
5472,15,-4.18
5487,15,-3.25
5551,15,-9.36
5556,15,-9.8
5568,15,1.48
5570,15,-5.0
5584,15,0.0
5608,15,-7.81
5617,15,-10.0
5670,15,-1.48
5699,15,-6.73
5707,15,4.18
5714,15,-7.72
5728,15,2.07
5742,15,-5.33
5795,15,0.0
5858,15,0.0
5906,15,-9.59
5918,15,0.0
5969,15,2.2
5976,15,-10.0
5993,15,-5.66
6066,15,0.0
6112,15,-1.87
6118,15,0.0
6121,15,0.0
6128,15,-10.0
6153,15,0.0
6165,15,-9.28
6196,15,0.0
6219,15,2.36
6221,15,-6.59
6283,15,1.16
6376,15,-10.0
6384,15,-4.55
